B-cells	CAFs	Endothelial	Epithelial	Myeloid	Plasma Cells	PVL	T-cells	TLS
2.3084148e-09	0.0973825	0.027085107	0.18888696	0.016750012	0.49153122	0.14590685	0.032457307	-0.02777777762792792
4.1007424e-09	4.101736e-09	0.028349569	0.10381341	0.10763701	0.44190145	0.21518447	0.1031141	-0.027777776932089052
0.025690824	0.14062607	5.52865e-09	0.3682597	0.13324974	0.28045017	5.5211578e-09	0.051723465	-0.025120140905807456
0.22858259	0.31041178	0.030114744	0.25216153	4.552318e-09	4.556366e-09	0.037036594	0.1416927	0.03699919092240822
3.5494068e-09	0.08652553	3.5356296e-09	0.29146025	0.20157783	0.24577612	0.10978377	0.06487646	-0.02777777731723188
1.714937e-09	1.7103343e-09	1.7071435e-09	0.33362067	0.13442616	0.28541905	0.18011428	0.066419855	-0.02777777754996604
0.08265961	0.15236428	3.6224501e-09	0.49069846	0.07297693	3.609229e-09	0.06283723	0.13846341	-0.004887114838037575
0.07015856	0.10528408	0.030192249	0.2585705	0.13422336	0.2895431	0.071502246	0.04052594	-0.022091294591684976
0.08780424	0.038548924	0.023473272	0.35843682	0.08375403	0.25696588	0.11961274	0.031403992	-0.022262970476725617
0.07772706	0.08207831	0.014067241	0.4847981	0.09407263	0.13752425	0.03970461	0.07002778	-0.016891670862324175
0.019745206	0.030805819	0.036166925	0.31758696	0.049858194	0.34882227	0.12646176	0.07055285	-0.024991616663503576
0.089114495	0.08693789	0.03837649	0.33877236	0.09304402	0.14810203	0.11982614	0.08582662	-0.012480985980063974
0.1224955	0.13428983	0.040691964	0.27082658	0.067683004	0.15778448	0.09178233	0.11444621	0.0002605136563322251
0.10953603	0.08393633	0.048003867	0.2622937	0.116796605	0.16399671	0.09444275	0.12099404	-0.001271364187255375
0.14691778	0.108698905	0.032810103	0.31054202	0.12786146	0.16658631	0.054501113	0.0520823	-0.012474145991189777
0.09673797	0.06536497	0.02061647	0.3430948	0.1756723	0.12012136	0.026110696	0.15228143	0.001685015036016424
0.09059716	0.08131706	0.012267754	0.3641267	0.15301935	0.094315834	0.024842152	0.17951404	0.004749146630475022
0.062084723	0.07140988	0.019824661	0.33196226	0.18254894	0.13310853	0.033341486	0.16571958	-0.007200469337825095
4.90511e-09	0.1296452	0.06640921	0.40167645	0.11397145	0.28829762	4.925577e-09	4.9180664e-09	-0.027777777777777728
0.24521688	2.9990357e-09	3.0087295e-09	0.31481898	0.08146092	0.23551737	0.12298589	2.9973486e-09	-0.027777776307776832
0.2185375	0.13555948	0.023259655	0.6043753	3.566216e-09	3.5723429e-09	0.018268097	3.5643728e-09	-0.027777776219879535
0.12517333	0.12484381	0.12483001	0.1247417	0.124859534	0.12540226	0.12488835	0.12526098	0.0035808901935490203
0.056944195	0.11703416	0.0037278435	0.41890925	0.020127423	0.18935968	0.05432778	0.13956974	-0.011882404796459176
0.020445462	1.6556347e-09	0.020475835	0.3185249	0.11210404	0.3831747	0.14527518	1.6538863e-09	-0.027777777710148836
0.11309757	0.120008126	0.018800963	0.23921028	0.18436685	0.18756726	1.5887046e-09	0.13694897	0.0031994136642280215
0.08945505	0.13802668	0.017390419	0.27058473	0.13944419	0.15400413	0.0291024	0.16199234	0.0012042879708562236
0.05592265	0.06817981	0.033640686	0.2933213	0.14310353	0.32492286	0.025780767	0.055128418	-0.021611923328042376
0.07793928	0.10920908	0.033588354	0.31380862	0.12434227	0.14922214	0.08775592	0.10413434	-0.011545466812027377
0.054656647	0.09318577	0.04209648	0.36169997	0.12635925	0.14197254	0.09898275	0.08104658	-0.018918309150543256
0.11889454	0.12030519	0.04139996	0.33431217	0.11394869	0.119129315	0.05854961	0.09346051	-0.005553889088546975
0.07366178	0.08674823	0.069278695	0.3107485	0.14703849	0.10315432	0.06602004	0.14335002	-0.006658942505306579
