B-cells	CAFs	Endothelial	Epithelial	Myeloid	Plasma Cells	PVL	T-cells	TLS
1.9989363e-09	0.044752665	1.9962656e-09	0.9024674	2.0061517e-09	2.0003477e-09	0.052779913	2.00375e-09	-0.02777777777777777
0.024615992	0.20890383	0.08796378	0.6132719	1.5973941e-09	1.5964802e-09	0.06524442	1.5958287e-09	-0.027777777699211963
0.034904476	2.3988007e-09	0.003758309	0.9613372	2.3969118e-09	2.3902507e-09	2.3948874e-09	2.3883093e-09	-0.027777777611052407
0.025209995	2.8723484e-09	0.015918043	0.95887196	2.8755713e-09	2.862149e-09	2.8673015e-09	2.8709295e-09	-0.027777777633025538
1.9343904e-09	1.923115e-09	1.9303252e-09	1.0	1.930513e-09	1.9249646e-09	1.9260957e-09	1.9304836e-09	-0.02777777777777777
1.4078095e-09	0.08924955	0.08542176	0.5529824	0.1367563	1.4000333e-09	0.13558999	1.4019118e-09	-0.027777777777777773
1.111088e-09	0.08159154	0.037982598	0.7058118	0.08933362	1.1143564e-09	1.1143161e-09	0.085280344	-0.027777777588269843
0.023707492	1.2279329e-09	1.2299629e-09	0.9251825	0.051109884	1.2295851e-09	1.2320197e-09	1.2287107e-09	-0.02777777771951848
8.87523e-10	0.0061711287	0.013698813	0.9801301	8.858385e-10	8.840291e-10	8.8678176e-10	8.8607505e-10	-0.027777777777777776
8.4589047e-10	8.4266666e-10	8.436074e-10	0.9438822	0.05611776	8.452373e-10	8.426458e-10	8.430734e-10	-0.027777777777777776
0.024489135	0.08907475	0.026266957	0.83656865	0.023600511	1.1234546e-09	1.1250049e-09	1.1210036e-09	-0.02777777772287296
0.062379863	1.6647087e-09	1.6613654e-09	0.93762016	1.6630554e-09	1.6616728e-09	1.6616728e-09	1.6591425e-09	-0.02777777757078361
1.60121e-09	0.0135513805	0.021632573	0.9529427	1.60386e-09	1.6009687e-09	0.0014605381	0.0104127545	-0.027777777744431763
1.1200986e-09	0.07743969	0.0032318751	0.61915916	0.30016932	1.1164768e-09	1.1219481e-09	1.1166749e-09	-0.027777777777777773
1.4822901e-09	1.48448e-09	1.4812952e-09	1.0	1.4825191e-09	1.4876688e-09	1.4877113e-09	1.4820497e-09	-0.027777777777777773
0.09471943	0.037655152	0.022038585	0.80252486	0.02617903	1.271112e-09	0.016882923	1.2697986e-09	-0.027777777537228578
0.020086586	1.7561236e-09	0.016102819	0.9638106	1.7535532e-09	1.7563514e-09	1.7537538e-09	1.7548981e-09	-0.02777777770727795
0.028554104	0.101217166	0.055891432	0.5887971	1.6357664e-09	1.6380016e-09	0.22554018	1.6426509e-09	-0.027777777683968927
1.06215005e-07	1.0610344e-07	1.0642692e-07	0.1422951	1.0628999e-07	0.85770434	1.0638451e-07	1.0615263e-07	-0.027777777777755225
0.06547548	0.1461681	0.014979947	0.7227827	0.049974103	8.5566215e-10	0.00061966456	8.56887e-10	-0.0277777776655676
0.035870403	0.042897157	0.024155911	0.6864116	0.21066484	8.78514e-10	8.8019453e-10	8.810361e-10	-0.027777777714571537
9.929872e-10	9.957563e-10	0.028165769	0.7684005	0.16258475	9.918306e-10	0.040848967	9.947616e-10	-0.027777777777777773
0.0016738084	7.0026157e-10	6.9891387e-10	0.9983262	7.0114764e-10	6.988205e-10	7.003497e-10	6.986886e-10	-0.027777777775438835
0.037978288	1.8718151e-09	1.871433e-09	0.96202165	1.8711797e-09	1.8672686e-09	1.86729e-09	1.866026e-09	-0.02777777763604083
1.1673107e-09	0.12223007	1.1630326e-09	0.87776995	1.1681749e-09	1.1699409e-09	1.1658865e-09	1.168926e-09	-0.027777777777777773
0.015641266	0.036619186	0.03664966	0.8603287	7.0359335e-10	7.030916e-10	0.045796793	0.0049644443	-0.02762247739010081
0.006691039	0.025762787	0.0022862642	0.9329505	0.032309383	9.891079e-10	9.936179e-10	9.89963e-10	-0.027777777764530016
0.009789995	0.05216079	0.07031513	0.7441858	0.10935381	1.0427071e-09	0.014194491	1.0435189e-09	-0.027777777757345686
0.014805494	0.13664906	0.048205446	0.7382962	0.042258408	9.992963e-10	0.019785404	9.987933e-10	-0.02777777774820252
0.058636874	0.024223436	0.07391403	0.8432257	8.026977e-10	8.013821e-10	8.039802e-10	8.036184e-10	-0.027777777683534434
0.02008409	1.8069473e-09	1.8098791e-09	0.9799159	1.8102866e-09	1.805607e-09	1.8036691e-09	1.8036657e-09	-0.027777777705327807
0.02702961	1.4065878e-09	1.4068723e-09	0.9729704	1.4074415e-09	1.4116166e-09	1.4055045e-09	1.4094561e-09	-0.02777777770158368
1.9159494e-09	0.01850139	1.912313e-09	0.98149866	1.9205741e-09	1.9204531e-09	1.9203397e-09	1.9184285e-09	-0.02777777777777777
0.009641717	0.101871714	0.03546049	0.824954	0.010140196	1.0763407e-09	0.017931968	1.0722343e-09	-0.027777777757101416
0.04014206	1.5480276e-09	0.020126885	0.8599456	1.5465225e-09	1.544618e-09	0.07978549	1.5445887e-09	-0.027777777653771832
0.017523132	7.92604e-10	0.020364717	0.9277457	7.9153434e-10	0.02296822	7.92072e-10	0.011398224	-0.02737831261034264
8.419929e-10	8.426131e-10	8.3907997e-10	1.0	8.382897e-10	8.3814744e-10	8.3953616e-10	8.4312274e-10	-0.027777777777777776
0.013470955	1.2317608e-09	0.044346884	0.8333344	0.10884778	1.2246556e-09	1.2262591e-09	1.2279934e-09	-0.02777777774469329
0.010511968	0.04029661	8.194914e-10	0.94876075	8.1824353e-10	8.1640245e-10	0.00043062857	8.165239e-10	-0.02777777776061123
0.018061507	0.027462734	0.101832755	0.8476949	8.0243223e-10	8.026434e-10	0.0049481224	8.042725e-10	-0.02777777774872503
0.007365039	7.511013e-10	7.54677e-10	0.99263495	7.5330364e-10	7.511257e-10	7.5277645e-10	7.5272477e-10	-0.027777777766690083
7.126191e-10	0.095058694	7.1078915e-10	0.771845	0.13309631	7.1002904e-10	7.1043005e-10	7.109506e-10	-0.027777777777777776
0.053502027	0.13936144	0.18199627	0.49617276	0.020104734	6.998503e-10	0.108862825	6.999745e-10	-0.027777777702877666
0.010837379	0.14533116	0.09977515	0.4828404	0.09944769	5.2714005e-10	0.16176829	5.267752e-10	-0.027777777766360052
0.061257858	0.014650409	1.1360022e-09	0.9240917	1.1353352e-09	1.1345277e-09	1.1351662e-09	1.13711e-09	-0.02777777763846393
0.010094497	1.2009428e-09	0.001666567	0.98823893	1.2009864e-09	1.1986315e-09	1.2035478e-09	1.201605e-09	-0.02777777775351858
0.017004017	2.3736273e-09	2.3796745e-09	0.9829959	2.373179e-09	2.382372e-09	2.3725726e-09	2.3807867e-09	-0.0277777776968119
1.7590812e-09	1.752544e-09	1.7519791e-09	1.0	1.7592322e-09	1.7547919e-09	1.755448e-09	1.762722e-09	-0.02777777777777777
1.551049e-09	1.5514366e-09	0.010228799	0.9897712	1.5457123e-09	1.5571286e-09	1.5462961e-09	1.5514308e-09	-0.027777777777777773
0.045850825	1.0614849e-09	0.029227247	0.924922	1.0599716e-09	1.0628524e-09	1.0577237e-09	1.0560928e-09	-0.027777777680932324
0.04281734	1.503871e-09	1.4979078e-09	0.9571827	1.5026179e-09	1.4996488e-09	1.5016581e-09	1.5029161e-09	-0.027777777649076036
0.0022407365	0.0102676945	1.6329249e-09	0.91255236	0.074939236	1.6350162e-09	1.6379815e-09	1.6370538e-09	-0.027777777770441364
0.00822429	1.216185e-09	0.004171236	0.98441124	1.2154221e-09	1.2139161e-09	1.2168232e-09	0.003193181	-0.027725254484644798
0.026820358	0.15585776	0.013014473	0.7217379	9.733401e-10	9.668233e-10	0.08256944	9.686137e-10	-0.027777777725820643
