B-cells	CAFs	Endothelial	Epithelial	Myeloid	Plasma Cells	PVL	T-cells	TLS
0.021866797	1.1764627e-09	0.022602957	0.93250775	1.1725647e-09	1.1756305e-09	0.02302256	1.1750566e-09	-0.027777777726388328
0.009294055	0.047261912	0.007896161	0.9355479	6.781172e-10	6.77184e-10	6.779982e-10	6.786904e-10	-0.027777777765162204
0.027864236	0.09663576	0.022870598	0.7798243	0.0484236	6.21356e-10	0.024381524	6.1980066e-10	-0.027777777743237232
8.093372e-10	0.010461567	8.0853946e-10	0.951675	8.0659407e-10	8.0785656e-10	0.037863463	8.0594353e-10	-0.027777777777777776
4.4270587e-10	0.030896379	0.0075456267	0.9353517	4.4342927e-10	4.4516651e-10	0.026206285	4.41912e-10	-0.027777777777777776
7.5660495e-10	0.07948598	0.03542291	0.8002194	0.051741607	0.000623375	0.032506704	7.587915e-10	-0.027777777777777776
0.010233557	0.09509021	0.056328382	0.68490285	0.06902737	3.1171257e-10	0.084417626	3.1232494e-10	-0.027777777771385386
0.01322807	0.008340718	0.07260119	0.8875314	5.8934435e-10	5.871351e-10	0.018298633	5.8579286e-10	-0.027777777762279958
7.839109e-10	0.050079476	0.039568625	0.8973428	0.013009181	7.816399e-10	7.832831e-10	7.839602e-10	-0.027777777777777776
0.0013035424	0.09543552	0.06739281	0.790589	0.04527908	6.315871e-10	6.3322997e-10	6.341704e-10	-0.02777777777612444
0.010159566	0.04824553	0.008961582	0.8314868	0.07467371	4.1026843e-10	0.026472753	4.1078208e-10	-0.02777777776943104
0.009335726	0.062747434	0.029661203	0.8547108	0.01874372	5.2113697e-10	0.024801185	5.19229e-10	-0.027777777768083017
5.2403976e-10	0.10844622	0.0021839107	0.7911973	0.06520242	5.2448373e-10	5.252135e-10	0.032970104	-0.027777777743222487
0.010743316	0.1052987	0.030083666	0.7879276	0.065946765	5.3959137e-10	5.393382e-10	5.379256e-10	-0.027777777766219567
2.5975004e-07	2.5979713e-07	2.6048036e-07	0.9999981	2.599954e-07	2.5892007e-07	2.5896696e-07	2.599582e-07	-0.027777777777642728
4.995191e-10	0.006230108	0.008129232	0.94068545	0.019295294	4.997135e-10	0.025659872	4.992086e-10	-0.027777777777777776
0.004311785	0.0006466754	0.036571946	0.9484488	8.29416e-10	8.2784185e-10	0.010020819	8.3020424e-10	-0.02777777777061845
8.134787e-10	0.0609982	8.1408247e-10	0.7936362	0.09659332	8.0964907e-10	0.048772294	8.123747e-10	-0.027777777777777776
5.217867e-10	0.05926129	0.033040486	0.831978	0.050103676	5.202276e-10	0.025616625	5.208143e-10	-0.027777777777777776
4.1458725e-10	0.01969309	4.1479764e-10	0.9308837	0.049423266	4.1430423e-10	4.146861e-10	4.1487913e-10	-0.027777777777777776
4.1711978e-10	4.160392e-10	4.162797e-10	1.0	4.167508e-10	4.1636625e-10	4.1653864e-10	4.1650444e-10	-0.027777777777777776
5.840282e-10	5.844371e-10	0.025200855	0.95408	5.051415e-05	0.020668613	5.8483635e-10	5.8511535e-10	-0.027777777777777776
