B-cells	CAFs	Endothelial	Epithelial	Myeloid	Plasma Cells	PVL	T-cells	TLS
0.11926811	0.1727431	0.019262427	0.19425899	0.06992452	0.18659288	0.18065608	0.05729393	-0.014111100286633177
0.12725979	0.05044927	0.03150212	0.36078003	0.03614517	0.19366829	0.17678237	0.023413023	-0.021818704997287434
1.4558535e-09	0.11867483	1.452625e-09	0.35639015	1.4487318e-09	0.24591707	0.14478423	0.13423373	-0.027777777386928486
0.10156527	0.137785	0.03948036	0.30025923	0.07919841	0.2062299	0.09759195	0.037889887	-0.020081184570928796
0.07332751	0.10209167	0.018955594	0.26906705	0.100161135	0.23811705	0.16052759	0.03775234	-0.022241207600030975
0.035079315	0.09328119	0.04812935	0.344376	0.051492456	0.32277912	0.04832164	0.05654094	-0.023810942888465577
0.09814473	0.075067654	0.022877371	0.28690648	0.08384692	0.254457	0.10903463	0.06966521	-0.014103231326091176
0.064505875	0.17573583	0.08914908	0.14969337	0.12117899	0.19513442	0.109678276	0.094924204	-0.015531440102380776
0.020957442	0.048317764	0.0018863054	0.28215194	0.14537583	0.28366026	0.13176753	0.085882835	-0.024178008711161637
0.1498836	0.17178817	0.012654132	0.22419582	0.08663148	0.2062327	0.08050728	0.0681068	-0.007361593040817776
0.15079498	0.13725862	7.0861256e-10	0.22104985	0.11563113	0.08803186	0.06586786	0.22136568	0.038983888798795024
0.20349862	0.065903075	0.027134117	0.03411202	0.19419923	1.3915695e-10	0.07271687	0.40243605	0.13601258384872422
0.14362082	0.10448025	0.012895672	3.938096e-10	0.33197212	3.9403503e-10	0.025616908	0.38141426	0.08178027978400863
0.069539554	0.050989926	0.007074919	0.27364415	0.30773157	2.70552e-10	0.043250903	0.24776898	0.006681710950692067
0.07265234	0.07269316	3.61364e-10	0.17226544	0.3513839	3.6069672e-10	0.004451221	0.32655397	0.019672042335801825
0.08744943	0.05754533	3.2507974e-10	0.036732104	0.44819763	3.2578798e-10	0.00084901665	0.3692265	0.036799516154012224
0.12472165	0.045709826	0.017554834	3.1170844e-10	0.42652303	3.1251032e-10	3.114012e-10	0.38549066	0.06838028457180022
0.001032528	0.080774255	0.06557517	0.3004912	0.08727675	0.24944502	0.08725428	0.12815079	-0.027513139219983537
0.07835963	0.09279159	0.07340811	0.2883241	0.047964986	0.2138459	0.1346331	0.070672594	-0.016702021143817337
0.04639222	0.089973755	0.044404004	0.21353933	0.05094345	0.22528407	0.15557434	0.17388883	-0.011643600063972578
0.024452921	0.043185357	0.09605141	0.26369599	0.04785481	0.21917468	0.19937725	0.10620757	-0.02258360714015384
0.06582714	0.086569786	0.061827105	0.30402723	0.12958509	0.19386831	0.09771111	0.06058424	-0.019801603281230575
