B-cells	CAFs	Endothelial	Epithelial	Myeloid	Plasma Cells	PVL	T-cells	TLS
0.024340136	0.023273103	0.020025171	0.3884505	0.066772364	0.35705915	0.1052882	0.014791358	-0.0270577304470884
1.0417017e-09	1.0414574e-09	0.04951655	0.3591941	0.054822396	0.37242788	0.099452674	0.06458637	-0.027777777643218312
1.0030772e-09	0.056229137	0.011891086	0.39230195	0.056655772	0.3734673	0.041396383	0.068058364	-0.02777777764124219
1.0274747e-09	0.018449252	1.0250357e-09	0.37906817	0.090909354	0.42194542	0.049962062	0.039665785	-0.027777777696266596
7.9034423e-10	0.047746718	0.010727905	0.40804967	0.116124615	0.3233428	0.045059275	0.048948962	-0.027777777700404717
0.071508646	0.07668236	0.04210029	0.4117775	0.050146528	0.32056075	0.00085529056	0.026368607	-0.024006611010825532
0.06224646	0.099591255	0.046384167	0.33797768	0.10868606	0.23869511	0.06021162	0.046207566	-0.022025262960345057
0.033861686	0.04662718	0.0216598	0.62605965	0.021730587	0.18124294	0.06881812	6.5803407e-10	-0.02777777773321349
0.016033132	0.03395672	0.02861291	0.5960977	0.047910046	0.15812661	0.05003222	0.069230705	-0.025557807714341657
0.01662503	0.02993142	0.035115644	0.5700531	0.034749005	0.17387211	0.045010522	0.09464321	-0.024630885366685177
0.05641034	0.049414903	0.026154574	0.4587827	0.096674815	0.12171964	0.07549401	0.115349	-0.014764025160457776
0.10691512	0.07793395	0.02792538	0.25886053	0.12526613	0.22046573	0.056597658	0.12603553	-0.0008275701493505733
0.047126673	0.05470851	0.041134257	0.35330164	0.09533987	0.21198064	0.08476864	0.11163975	-0.017255357793674278
0.018833615	0.097420596	0.014972109	0.36848396	0.07727935	0.32733282	0.013039181	0.08263841	-0.024665017781473477
0.13970128	0.100097276	0.054005716	0.3678309	0.11862291	0.13807623	0.017567951	0.06409779	-0.009868691161435374
0.035994507	0.07281819	0.0061915885	0.37658563	0.14505652	0.31366843	1.2464297e-09	0.04968515	-0.024200992818835677
0.0529781	0.050842233	0.027219513	0.7077807	0.023597537	0.092226766	5.663649e-10	0.04535515	-0.022972118433347778
0.0033345087	0.060224675	0.02888845	0.48720133	0.02079857	0.28130075	0.057322204	0.060929537	-0.027371437635350833
6.273894e-10	0.091382414	0.021858389	0.4632637	0.104165	0.24543704	0.0028519921	0.07104145	-0.02777777768863647
0.06066675	0.058026087	0.018233314	0.36273068	0.04992093	0.3279832	0.04629693	0.076142095	-0.018539190894095274
0.029345857	1.0695708e-09	0.032963715	0.4616435	0.039146923	0.28935102	0.147549	1.0670035e-09	-0.027777777715153513
