B-cells	CAFs	Endothelial	Epithelial	Myeloid	Plasma Cells	PVL	T-cells	TLS
9.280519e-05	0.047681924	0.037114352	0.48998442	0.013516834	0.33146572	0.04032672	0.039817207	-0.02777038729085597
0.018483935	0.09257926	0.046699136	0.35348454	0.12959518	0.2927822	9.943437e-10	0.06637571	-0.025324009159340077
3.969244e-06	0.07170942	0.029956358	0.34475896	0.095758036	0.41202775	8.405321e-10	0.045785494	-0.027777414310183084
0.041150745	0.07827089	0.028072456	0.3925851	0.060697637	0.33612496	0.0221571	0.04094109	-0.024408265068553675
8.9265406e-10	0.061502706	0.030292427	0.30596453	0.016138604	0.40256256	0.07855794	0.104981124	-0.027777777590354123
0.018558055	0.09927093	0.03356454	0.2847045	0.06645109	0.34752798	0.093694694	0.05622815	-0.025690807577281274
0.00038807627	0.1078663	0.010765028	0.5679926	0.048962746	0.18842946	0.024233688	0.0513621	-0.02773791295340304
0.028203873	0.052184686	0.025894344	0.6498242	0.030719357	0.13998848	0.028155548	0.045029465	-0.025237767153541885
0.04009828	0.063315585	0.04787086	0.54063493	0.06898771	0.10901313	0.07247149	0.057607975	-0.023157816354211776
0.0685833	0.055087052	0.04514271	0.3217838	0.12889183	0.20525637	0.064031936	0.11122298	-0.012521699769309776
0.041083053	0.07054183	0.020669088	0.3321747	0.08793814	0.31272632	0.030256545	0.10461029	-0.019182357600947036
0.04263949	0.060110196	0.03173869	0.35900792	0.06718712	0.33196795	0.02054401	0.08680454	-0.020375175147208574
0.043812193	0.028163144	0.030166402	0.3320796	0.12349476	0.31277284	0.083843745	0.0456674	-0.023776199892561377
0.013209429	0.085070714	0.030679576	0.36561236	0.085502945	0.37059587	4.821528e-10	0.049329143	-0.026474558153599084
0.04704313	5.103524e-10	0.023569087	0.5693739	0.04072606	0.19010516	0.102535464	0.026647272	-0.025270635616095057
0.044453364	0.08906119	0.036591284	0.47440907	0.134948	0.11445199	0.055937167	0.050147906	-0.023319291539266207
0.055894654	0.060733337	0.020519277	0.5381587	0.07159243	0.25310162	1.0221878e-09	1.0187038e-09	-0.027777777663897583
