B-cells	CAFs	Endothelial	Epithelial	Myeloid	Plasma Cells	PVL	T-cells	TLS
0.0061500813	0.028983913	2.4548666e-10	0.78482413	0.054610454	0.1131612	2.460905e-10	0.012270199	-0.02762685233494342
0.0010936647	0.039974622	4.1573603e-10	0.75406	0.059570335	0.085807	0.025283894	0.03421048	-0.027702948189085665
3.6269063e-10	0.04990027	3.6237666e-10	0.6800918	0.09989889	0.09284596	0.020222174	0.057040792	-0.027777777736401454
0.012227882	0.036943674	0.013327117	0.6556181	0.064860895	0.12542519	0.01320214	0.07839504	-0.025860567180767215
0.003835627	0.02522018	0.012057651	0.7663861	0.05312121	0.11361246	3.2015424e-10	0.025766732	-0.027580114631855848
0.005154004	0.06038569	0.0040696855	0.68520427	0.09009322	0.11124927	7.217282e-10	0.04384387	-0.027325834815066816
0.00613301	0.031131225	0.011609615	0.71929204	0.07376213	0.1371678	4.753019e-10	0.020904198	-0.027521366467025816
4.1978168e-10	0.029777266	4.178358e-10	0.67859447	0.10177625	0.11639639	0.022215247	0.051240332	-0.02777777773475827
0.013852882	0.029750375	0.01091409	0.6735032	0.09015898	0.09166214	0.009565489	0.08059283	-0.025544891849705657
0.04079509	0.019213738	0.029479194	0.64655036	0.07998431	0.12581587	5.029778e-10	0.058161434	-0.023032375908659655
0.017113231	0.049843453	0.0100831175	0.6678094	0.11972134	0.08557371	2.1264303e-10	0.04985571	-0.026071393213979756
2.7231417e-10	0.016855802	0.013368859	0.6816529	0.1157727	0.10072092	0.015072859	0.056555983	-0.027777777746975787
0.0033601273	0.024337035	3.8855266e-10	0.72507155	0.08673476	0.10140867	0.051470686	0.007617172	-0.027726588442605785
0.008976291	0.0486529	0.021950327	0.5322362	0.12805799	0.19415048	4.3975226e-10	0.06597571	-0.026593343433994557
0.019287866	0.046064105	0.016310006	0.5002074	0.13071711	0.18876499	0.018306429	0.08034208	-0.024678523231375215
0.05578352	0.05726939	0.025085945	0.45045578	0.15353067	0.08854175	0.024976714	0.1443562	-0.011672383838129775
0.025562113	0.042912688	0.0039029217	0.5145272	0.11813534	0.15889785	0.016764184	0.11929762	-0.021678779291635655
0.008378975	0.027609114	0.0105255805	0.6461537	0.07918198	0.15712622	0.041041497	0.029982988	-0.027275324364023176
4.2308196e-10	4.213152e-10	0.0052350587	0.6502192	0.13541494	0.16183494	0.03213851	0.015157353	-0.02777777776495217
3.6364475e-10	0.03867584	0.019891432	0.649424	0.07547314	0.1523493	0.012749498	0.05143685	-0.027777777740368294
0.007233485	0.03277197	0.006381231	0.65684533	0.09683848	0.12280709	0.011819592	0.06530277	-0.026833044563270875
0.0038251092	0.031708624	0.0028259715	0.6232036	0.083727986	0.2129862	0.019783346	0.021939222	-0.027609937937951693
0.040601984	0.05062045	0.009818731	0.5750041	0.11397132	0.17954132	5.3706367e-10	0.030442152	-0.02530575424091864
2.5531202e-10	0.05417726	0.011985684	0.5791525	0.13137622	0.122438006	0.0025531529	0.098317206	-0.027777777727574646
0.043881956	0.05354213	0.006199284	0.54218656	0.117044196	0.13037677	2.4334904e-10	0.106769085	-0.01840730519751726
3.1088568e-10	0.028974093	0.005670166	0.60076916	0.12624519	0.13578469	0.023189522	0.07936712	-0.027777777728429574
