B-cells	CAFs	Endothelial	Epithelial	Myeloid	Plasma Cells	PVL	T-cells	TLS
0.072147444	0.22069903	0.023857713	0.35537875	0.028671578	0.19249451	0.09512095	0.011629895	-0.026099643381301017
0.066751175	0.3125498	0.042974155	1.2562583e-09	0.06559857	0.35715488	0.109546274	0.04542511	-0.021713418843769275
0.088622116	0.2468069	0.010975906	0.320662	7.1334794e-10	0.21966974	0.09842978	0.014833512	-0.025148623335474993
0.07639239	0.25711474	0.05366907	0.24207847	0.09159177	0.27915356	6.366876e-10	6.3470273e-10	-0.02777777768080486
0.049986076	0.35159367	0.008269707	0.36161703	0.09373302	0.11889997	3.6765294e-10	0.015900444	-0.02618817617334229
0.022165634	0.24359885	0.020938287	0.11888461	0.17433336	0.3137408	0.04935404	0.05698448	-0.025251583523057137
0.06085057	0.22408652	0.03208266	0.30102256	0.08350507	0.20463173	3.037459e-10	0.09382085	-0.016359673377008777
0.0427467	0.19890279	0.06973927	0.5566641	0.040425014	0.07917082	4.082898e-10	0.012351361	-0.026721817931260376
0.13019833	0.29464743	0.06442818	0.23544778	0.022144083	0.15883966	0.09429451	1.4028606e-09	-0.027777777412477563
0.12468698	0.12504327	0.12529969	0.1247122	0.12519506	0.12518334	0.12474169	0.12513776	0.003428320978951821
0.12291429	0.25660014	0.027443659	0.33598736	0.019115224	0.18523154	0.03248097	0.02022683	-0.022805444880976376
0.046115585	0.22116613	0.041307524	0.19005585	0.08156308	0.3371077	0.060090158	0.022593936	-0.025693912625592657
0.07790564	0.22854891	0.0116361845	0.32071835	0.109506354	0.13783704	0.03573609	0.078111425	-0.015607136665903777
0.09699896	0.14876178	0.025007205	0.58942074	0.046864524	0.071256	0.021690756	1.6868335e-10	-0.027777777745053557
0.07067756	0.23901181	0.02601645	0.29380998	0.08858127	0.22200142	0.01593958	0.043961875	-0.021563541661727775
0.106582016	0.3128513	0.032115016	0.11727336	0.14377551	0.1776019	0.092066035	0.017734833	-0.02399734926865112
0.01869412	0.23259188	0.0233847	0.4191301	0.013749874	0.25434315	0.038106207	6.323887e-10	-0.027777777754133877
0.058592975	0.18933263	0.034595076	0.6256296	2.7173513e-10	0.06361139	0.028238297	2.7352026e-10	-0.027777777745725044
0.05573485	0.25167638	0.008641943	0.5634234	0.0049658115	0.10882935	3.654416e-10	0.006728226	-0.027027784444025576
0.11486792	0.19490436	0.04051795	3.2045017e-10	0.1413714	0.27278286	0.045743402	0.18981208	0.01582885986316942
0.09283938	0.19182988	2.1953855e-10	0.604605	0.034194034	0.03130171	0.025549378	0.019680558	-0.024123516172229697
0.05768545	0.25098222	0.022053855	0.22128487	0.06683263	0.31723487	0.028444866	0.035481203	-0.023684279454585077
0.075139865	0.19414476	0.018215789	0.31431118	0.068154156	0.23375468	0.03421488	0.062064577	-0.018450729903653568
0.06965097	0.16984876	0.005865421	0.33822113	0.09127702	0.2467979	0.04732057	0.031018209	-0.023456881088752317
0.122458436	0.20594369	3.2081615e-10	0.42314973	0.049192034	0.1846949	0.0052749543	0.009286284	-0.025503410147994128
0.1234185	0.43000478	0.14817294	1.4369608e-09	0.047300164	0.099327914	0.12380164	0.027974103	-0.020872734115566775
0.047376286	0.3197852	0.018880086	0.16158399	0.052066546	0.3098707	0.06939087	0.021046203	-0.02578359591269366
0.06593226	0.34555632	0.07656881	0.32617658	0.036980662	0.068767846	0.080017574	4.4923384e-10	-0.027777777718539773
0.08318026	0.28336307	0.012470979	0.3507748	0.076330565	0.087655775	0.050301198	0.055923354	-0.018474339526193696
0.09074499	0.2554766	0.11142307	4.5569223e-10	0.100308694	0.2968947	0.10283924	0.042312726	-0.020098441982292298
0.077369295	0.22617447	0.030266525	0.014976267	0.10043641	0.32444942	0.042064283	0.18426335	0.0007348731898987257
0.06579267	0.29542738	0.002267392	0.29407108	0.13343209	0.13549529	0.00045251392	0.073061615	-0.01816394032705368
0.050820548	0.16743173	0.0005019197	0.5340598	0.063288525	0.12038895	0.02465674	0.038851798	-0.02382883844748717
0.09184369	0.18747725	0.014728951	0.14718889	0.07501678	0.24191225	0.14884233	0.09298973	-0.010696737907170375
0.05276473	0.2369795	2.87911e-10	0.3779766	0.062078238	0.18574303	0.025478749	0.058979128	-0.021553742248666897
0.04784984	0.16369858	0.002548294	0.38330254	0.100299865	0.1822229	0.040687446	0.07939063	-0.020180119891779376
0.015197989	0.41105184	1.782129e-09	0.106937364	1.7898651e-09	0.40011284	1.7840506e-09	0.06669998	-0.025750366653097337
0.03156015	0.36057314	1.6566447e-09	1.6586398e-09	0.119570814	0.39262807	0.011948625	0.08371915	-0.022493399914032777
0.10256048	0.36970496	0.0015943161	0.227514	0.04517588	0.22031105	0.015033741	0.018105557	-0.024063948544603055
0.03647194	0.31544778	0.051358294	7.680476e-10	0.27023682	0.27125058	0.02715663	0.028077934	-0.025729664329433855
0.10339796	0.17212446	0.030238196	0.009771768	0.32608756	0.1823038	0.03734635	0.13872996	0.0009110119319854261
0.06274184	0.4445111	0.027667016	0.2775189	0.06286922	0.10122953	4.386076e-10	0.023462316	-0.024833640024774898
0.046075154	0.23658358	0.04381073	0.12067886	0.09176923	0.24662204	0.03599616	0.17846434	-0.011332233879761056
0.05231771	0.30817208	0.013670008	0.19303253	0.0766425	0.24159262	0.003185585	0.111387014	-0.016122750785341894
0.084414676	0.3033702	0.020121122	0.14481834	0.10191062	0.2728644	3.3691686e-10	0.07250066	-0.015537538330405458
0.07355043	0.21134464	0.009620118	0.1018974	0.14172964	0.32776293	0.08995156	0.04414312	-0.021284286862694575
0.018778114	0.19320318	3.2322398e-10	0.12592266	0.18409368	0.28439304	0.07605053	0.117558815	-0.023362712118227956
0.082706265	0.1586638	0.0071054683	2.3681332e-10	0.18184568	0.39054203	0.035641104	0.14349568	-0.0040417943049073785
3.1133514e-09	0.47500658	3.1179033e-09	0.20352727	3.1204614e-09	0.24721372	0.074252404	3.1216283e-09	-0.027777777777777755
